PV_MW,Bat_MWh,CAPEX,OPEX,Total_Cost,RE_Coverage,PV_Share,E_imp,E_exp,E_pv,E_demand,Scenario,tau
11.0,0.0,558741.8409784694,2282989.6277855565,2841731.4687640257,14.201803712343386,20.19096406900168,26521.406361454923,0.0,6709.675873876084,30911.379852947368,S2 τ=60,60
11.0,6.0,1501184.821502842,2213529.775931102,3714714.597433944,16.258091052357994,22.66974717633096,25885.77957091494,0.0,7588.544675690768,30911.379852947368,S2 τ=60,60
11.0,12.0,2443627.802027215,2170765.694716911,4614393.496744126,17.47996365088823,24.14957360188862,25508.08189066418,0.0,8121.368993081033,30911.379852947368,S2 τ=60,60
22.0,0.0,1117483.6819569387,1905421.9404967965,3022905.622453735,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S2 τ=60,60
22.0,6.0,2059926.6624813115,1810978.9765348514,3870905.6390161626,31.47548103958674,36.89252207712568,21181.874348258283,0.0,12382.886985010868,30911.379852947368,S2 τ=60,60
22.0,12.0,3002369.643005684,1748312.434028289,4750682.077033973,33.46009236530635,39.12337795141762,20568.40360276048,0.0,13218.628119114523,30911.379852947368,S2 τ=60,60
33.0,0.0,1676225.522935408,1624396.3724852232,3300621.8954206314,39.03215081361319,43.288023794364435,18846.003450176107,0.0,14385.078785154898,30911.379852947368,S2 τ=60,60
33.0,6.0,2618668.5034597805,1514103.2965654787,4132771.800025259,42.70692392528794,47.323409153922114,17710.080374892354,0.0,15910.319294937428,30911.379852947368,S2 τ=60,60
33.0,12.0,3561111.4839841537,1439517.478917184,5000628.962901338,45.18682983235398,50.003627303535744,16943.50723996349,0.0,16945.965788070273,30911.379852947368,S2 τ=60,60
44.0,0.0,2234967.3639138774,1420322.4432016378,3655289.807115515,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S2 τ=60,60
44.0,6.0,3177410.34443825,1298039.5316387133,4475449.876076964,50.81458396559777,54.82962691262677,15203.890782646555,0.0,18455.097938207287,30911.379852947368,S2 τ=60,60
44.0,12.0,4119853.324962623,1214523.0991237632,5334376.424086386,53.66565193171671,57.82167159450301,14322.58633377383,0.0,19634.630263523097,30911.379852947368,S2 τ=60,60
55.0,0.0,2793709.2048923466,1277111.5582278217,4070820.7631201684,52.033266298217114,55.38159379640757,14827.179257609829,0.0,18403.902977721176,30911.379852947368,S2 τ=60,60
55.0,6.0,3736152.1854167194,1149061.0805797786,4885213.265996498,56.44010692663717,60.01923775938957,13464.964011444896,0.0,20213.643540884033,30911.379852947368,S2 τ=60,60
55.0,12.0,4678595.165941092,1062026.7459827464,5740621.911923839,59.43024252133959,63.099262472359406,12540.67183964824,0.0,21444.209438821104,30911.379852947368,S2 τ=60,60
66.0,0.0,3352451.045870816,1173388.4229985916,4525839.468869408,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S2 τ=60,60
66.0,6.0,4294894.026395189,1041716.6524687883,5336610.678863977,60.4784600896273,63.73813894873405,12216.653325429501,0.0,21473.435851620612,30911.379852947368,S2 τ=60,60
66.0,12.0,5237337.006919561,951968.1428589264,6189305.149778487,63.59871574753503,66.91210344974121,11252.13924663056,0.0,22754.674179962298,30911.379852947368,S2 τ=60,60
77.0,0.0,3911192.886849285,1094249.0614623337,5005441.9483116185,58.90911838008246,61.77747564010046,12701.758502457642,0.0,20529.323732873367,30911.379852947368,S2 τ=60,60
77.0,6.0,4853635.867373658,958689.3025959705,5812325.169969629,63.62282725289845,66.6352305396819,11244.686047619409,0.0,22457.588026214995,30911.379852947368,S2 τ=60,60
77.0,12.0,5796078.847898031,866286.9963215677,6662365.844219598,66.87359889957482,69.90920133954634,10239.827675763365,0.0,23789.93601150258,30911.379852947368,S2 τ=60,60
88.0,0.0,4469934.727827755,1032177.275173577,5502112.003001332,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S2 τ=60,60
88.0,6.0,5412377.708352128,893452.939038467,6305830.647390595,66.11313763967702,68.92789682283778,10474.896744444883,0.0,23236.68268975273,30911.379852947368,S2 τ=60,60
88.0,12.0,6354820.6888765,799066.973815825,7153887.662692325,69.46399959693575,72.27548420990276,9439.099076488726,0.0,24606.93854578139,30911.379852947368,S2 τ=60,60
99.0,0.0,5028676.568806224,981442.2242202251,6010118.793026449,63.21111197200827,65.7791677036704,11371.952922008,0.0,21859.129313323003,30911.379852947368,S2 τ=60,60
99.0,6.0,5971119.549330596,840726.6734422357,6811846.222772831,68.1261248920848,70.778694959569,9852.654608461706,0.0,23864.712206023254,30911.379852947368,S2 τ=60,60
99.0,12.0,6913562.529854969,744738.0101236869,7658300.539978656,71.55221503517595,74.17866986366285,8793.602870226414,0.0,25261.973754974584,30911.379852947368,S2 τ=60,60
0.0,0.0,0.0,3532589.92961661,3532589.92961661,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S0 τ=80,80
0.0,0.0,0.0,3532589.92961661,3532589.92961661,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S1 τ=80,80
2.0,0.0,101589.42563244897,3353382.562892635,3454971.9885250838,-2.103604519817788,5.023758139552999,31561.633036672014,0.0,1669.4491986589924,30911.379852947368,S1 τ=80,80
4.0,0.0,203178.85126489794,3201355.073064906,3404533.924329804,2.4552889111080525,9.264417097166723,30152.416171147463,0.0,3078.6660641835388,30911.379852947368,S1 τ=80,80
6.0,0.0,304768.2768973469,3075886.599596251,3380654.876493598,6.234323661636595,12.779655566495887,28984.264384636703,0.0,4246.817850694305,30911.379852947368,S1 τ=80,80
8.0,0.0,406357.7025297959,2964614.810887026,3370972.513416822,9.60256467800554,15.912775840940679,27943.094609704123,0.0,5287.987625626883,30911.379852947368,S1 τ=80,80
10.0,0.0,507947.12816224486,2862233.8272762895,3370180.9554385343,12.715660282804334,18.80856118061178,26980.79380211936,0.0,6250.288433211645,30911.379852947368,S1 τ=80,80
12.0,0.0,609536.5537946938,2765849.8596436703,3375386.413438364,15.652170451679966,21.54008766624786,26073.077989397785,0.0,7158.004245933218,30911.379852947368,S1 τ=80,80
14.0,0.0,711125.9794271428,2673850.860294737,3384976.83972188,18.458404642112427,24.150432114330865,25205.632279229925,0.0,8025.449956101076,30911.379852947368,S1 τ=80,80
16.0,0.0,812715.4050595918,2586259.673866404,3398975.078925996,21.135894417109853,26.64101917680497,24377.983244356645,0.0,8853.098990974364,30911.379852947368,S1 τ=80,80
18.0,0.0,914304.8306920407,2502895.6476155673,3417200.478307608,23.685293918574622,29.012457333065388,23589.928680489724,0.0,9641.153554841281,30911.379852947368,S1 τ=80,80
20.0,0.0,1015894.2563244897,2423489.046342629,3439383.3026671186,26.11785515632667,31.275213144122425,22837.99043613263,0.0,10393.091799198375,30911.379852947368,S1 τ=80,80
22.0,0.0,1117483.6819569387,2347846.4515104895,3465330.1334674284,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S1 τ=80,80
24.0,0.0,1219073.1075893876,2276034.6799953026,3495107.7875846904,30.63738277129306,35.47925422448117,21440.942087511517,0.0,11790.140147819486,30911.379852947368,S1 τ=80,80
26.0,0.0,1320662.5332218367,2208275.318528612,3528937.851750449,32.712997410018836,37.40998016568377,20799.340962251612,0.0,12431.741273079393,30911.379852947368,S1 τ=80,80
28.0,0.0,1422251.9588542855,2144924.04120023,3567176.0000545154,34.650179124423424,39.21193652070369,20200.53136407017,0.0,13030.550871260835,30911.379852947368,S1 τ=80,80
30.0,0.0,1523841.3844867346,2084937.2410044256,3608778.62549116,36.483210963738664,40.91701320362248,19633.91592939397,0.0,13597.166305937033,30911.379852947368,S1 τ=80,80
32.0,0.0,1625430.8101191835,2028356.4562260774,3653787.2663452607,38.20905611623125,42.522385387960995,19100.433378633308,0.0,14130.648856697695,30911.379852947368,S1 τ=80,80
34.0,0.0,1727020.2357516324,1975012.7087749548,3702032.944526587,39.831284774223214,44.03137404804781,18598.98011607804,0.0,14632.102119252962,30911.379852947368,S1 τ=80,80
36.0,0.0,1828609.6613840815,1924929.5139214243,3753539.1753055057,41.35013368552693,45.444199405466605,18129.482959712594,0.0,15101.599275618413,30911.379852947368,S1 τ=80,80
38.0,0.0,1930199.0870165303,1877102.533338044,3807301.620354574,42.79949527760633,46.79238801996216,17681.465292542205,0.0,15549.6169427888,30911.379852947368,S1 τ=80,80
40.0,0.0,2031788.5126489794,1831923.014882577,3863711.5275315563,44.17073228092587,48.06790554833692,17257.59701376193,0.0,15973.485221569075,30911.379852947368,S1 τ=80,80
42.0,0.0,2133377.9382814285,1789472.6148150067,3922850.553096435,45.45959922482176,49.266802875861046,16859.190456935197,0.0,16371.891778395806,30911.379852947368,S1 τ=80,80
44.0,0.0,2234967.3639138774,1750117.3923113677,3985084.756225245,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S1 τ=80,80
46.0,0.0,2336556.7895463263,1712966.246993063,4049523.0365393893,47.78556909330373,51.43040794962883,16140.201075623634,0.0,17090.881159707373,30911.379852947368,S1 τ=80,80
48.0,0.0,2438146.215178775,1678188.653365835,4116334.86854461,48.846650710687534,52.417420551194304,15812.206106324329,0.0,17418.876129006676,30911.379852947368,S1 τ=80,80
50.0,0.0,2539735.640811224,1645721.0487374275,4185456.6895486517,49.83748879820077,53.339092986626646,15505.924381365432,0.0,17725.157853965575,30911.379852947368,S1 τ=80,80
52.0,0.0,2641325.0664436733,1615298.2549360567,4256623.3213797305,50.76464004043484,54.20152424982994,15219.32913906714,0.0,18011.753096263863,30911.379852947368,S1 τ=80,80
54.0,0.0,2742914.492076122,1587095.5753178732,4330010.067393996,51.623290244594955,55.00023620370621,14953.908512851098,0.0,18277.173722479907,30911.379852947368,S1 τ=80,80
56.0,0.0,2844503.917708571,1560567.5322170984,4405071.4499256695,52.4319762548457,55.752471724283026,14703.932508404847,0.0,18527.14972692616,30911.379852947368,S1 τ=80,80
58.0,0.0,2946093.34334102,1535257.9616523653,4481351.304993385,53.20325878041915,56.46991471795698,14465.51843718543,0.0,18765.563798145573,30911.379852947368,S1 τ=80,80
60.0,0.0,3047682.7689734693,1511355.8839519955,4559038.652925465,53.931326117414834,57.14715916798785,14240.462777061457,0.0,18990.619458269546,30911.379852947368,S1 τ=80,80
62.0,0.0,3149272.194605918,1488621.1247762449,4637893.319382163,54.62371250476375,57.79121338424199,14026.436590817932,0.0,19204.645644513075,30911.379852947368,S1 τ=80,80
64.0,0.0,3250861.620238367,1466688.1045303408,4717549.7247687075,55.291271298362,58.41217310192316,13820.084956387023,0.0,19410.997278943985,30911.379852947368,S1 τ=80,80
66.0,0.0,3352451.045870816,1445882.5005978118,4798333.546468628,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S1 τ=80,80
68.0,0.0,3454040.4715032647,1426129.6156659808,4880170.087169246,56.523506053822594,59.55839146232156,13439.184190446567,0.0,19791.898044884438,30911.379852947368,S1 τ=80,80
70.0,0.0,3555629.897135714,1407240.0920706694,4962869.989206383,57.09964644957499,60.09431426181424,13261.091244229268,0.0,19969.99099110174,30911.379852947368,S1 τ=80,80
72.0,0.0,3657219.322768163,1389510.9570402794,5046730.279808442,57.64311922295629,60.59984980888898,13093.096310852026,0.0,20137.985924478977,30911.379852947368,S1 τ=80,80
74.0,0.0,3758808.748400612,1372577.1221570335,5131385.870557645,58.163053310672986,61.08348979298853,12932.37751001296,0.0,20298.704725318043,30911.379852947368,S1 τ=80,80
76.0,0.0,3860398.1740330607,1356186.475786533,5216584.649819594,58.66596970860659,61.55130001056472,12776.919111904943,0.0,20454.163123426064,30911.379852947368,S1 τ=80,80
78.0,0.0,3961987.59966551,1340588.9659993278,5302576.565664838,59.14638896401745,61.998183503178915,12628.414890978194,0.0,20602.66734435281,30911.379852947368,S1 τ=80,80
80.0,0.0,4063577.025297959,1325670.9488935715,5389247.974191531,59.60748181084554,62.427089671050496,12485.884729620391,0.0,20745.197505710617,30911.379852947368,S1 τ=80,80
82.0,0.0,4165166.4509304077,1311388.53271652,5476554.983646927,60.04834646202257,62.83717967653881,12349.60738265769,0.0,20881.474852673316,30911.379852947368,S1 τ=80,80
84.0,0.0,4266755.876562857,1297580.8038533025,5564336.680416159,60.4739628182154,63.23308579734268,12218.04349407865,0.0,21013.038741252356,30911.379852947368,S1 τ=80,80
86.0,0.0,4368345.302195306,1284335.4656507818,5652680.767846088,60.882078439686325,63.61271282573349,12091.889324086556,0.0,21139.19291124445,30911.379852947368,S1 τ=80,80
88.0,0.0,4469934.727827755,1271582.9046829552,5741517.6325107105,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S1 τ=80,80
90.0,0.0,4571524.153460204,1259396.0064482566,5830920.15990846,61.651659156957464,64.32857280617613,11854.001305295838,0.0,21377.08093003517,30911.379852947368,S1 τ=80,80
92.0,0.0,4673113.579092653,1247571.3996136975,5920684.978706351,62.01616127013968,64.66763077600048,11741.32867251806,0.0,21489.753562812944,30911.379852947368,S1 τ=80,80
94.0,0.0,4774703.004725101,1236110.362169849,6010813.36689495,62.36979616508993,64.99658011594832,11632.015246847419,0.0,21599.066988483588,30911.379852947368,S1 τ=80,80
96.0,0.0,4876292.43035755,1224996.185775583,6101288.616133133,62.71334612532499,65.3161485020781,11525.819213654511,0.0,21705.263021676496,30911.379852947368,S1 τ=80,80
98.0,0.0,4977881.855989999,1214138.300860275,6192020.156850275,63.04905001935964,65.62841851823744,11422.048507788324,0.0,21809.033727542686,30911.379852947368,S1 τ=80,80
0.0,0.0,0.0,3532589.92961661,3532589.92961661,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S2 τ=80,80
0.0,6.0,942442.9805243728,3524230.2062778724,4466673.186802246,-7.711620277210608,0.0,33295.14808965285,0.0,0.0,30911.379852947368,S2 τ=80,80
0.0,12.0,1884885.9610487456,3517995.1158359824,5402881.076884728,-7.875562580194619,0.0,33345.82491766791,0.0,0.0,30911.379852947368,S2 τ=80,80
11.0,0.0,558741.8409784694,2813417.755014651,3372159.59599312,14.201803712343386,20.19096406900168,26521.406361454923,0.0,6709.675873876084,30911.379852947368,S2 τ=80,80
11.0,6.0,1501184.821502842,2731126.2852699896,4232311.106772832,16.293442904527428,22.67715016733805,25874.851825605794,0.0,7588.544675690768,30911.379852947368,S2 τ=80,80
11.0,12.0,2443627.802027215,2680699.6976725073,5124327.499699722,17.548207953856682,24.164731779702038,25486.986634945606,0.0,8121.368993081033,30911.379852947368,S2 τ=80,80
22.0,0.0,1117483.6819569387,2347846.4515104895,3465330.1334674284,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S2 τ=80,80
22.0,6.0,2059926.6624813115,2234502.516460201,4294429.1789415125,31.509767800819187,36.9041750515499,21171.27583725445,0.0,12382.886985010868,30911.379852947368,S2 τ=80,80
22.0,12.0,3002369.643005684,2159486.808906219,5161856.451911903,33.5163153804572,39.14351251770467,20551.02429298242,0.0,13218.628119114523,30911.379852947368,S2 τ=80,80
33.0,0.0,1676225.522935408,2001316.4414887335,3677541.9644241417,39.03215081361319,43.288023794364435,18846.003450176107,0.0,14385.078785154898,30911.379852947368,S2 τ=80,80
33.0,6.0,2618668.5034597805,1868196.802361621,4486865.305821402,42.738993732352945,47.337366921570364,17700.167155012383,0.0,15910.319294937428,30911.379852947368,S2 τ=80,80
33.0,12.0,3561111.4839841537,1778162.4579314534,5339273.941915607,45.24870332679337,50.0318634157366,16924.38128906904,0.0,16945.965788070273,30911.379852947368,S2 τ=80,80
44.0,0.0,2234967.3639138774,1750117.3923113677,3985084.756225245,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S2 τ=80,80
44.0,6.0,3177410.34443825,1602031.792025591,4779442.136463841,50.840187629364955,54.842522373403945,15195.97633688321,0.0,18455.097938207287,30911.379852947368,S2 τ=80,80
44.0,12.0,4119853.324962623,1500822.1605750644,5620675.485537687,53.70779567435934,57.84386258533956,14309.559121401318,0.0,19634.630263523097,30911.379852947368,S2 τ=80,80
55.0,0.0,2793709.2048923466,1573655.1433800147,4367364.348272361,52.033266298217114,55.38159379640757,14827.179257609829,0.0,18403.902977721176,30911.379852947368,S2 τ=80,80
55.0,6.0,3736152.1854167194,1418296.4514435667,5154448.636860286,56.4608701103135,60.030677902526385,13458.54582486914,0.0,20213.643540884033,30911.379852947368,S2 τ=80,80
55.0,12.0,4678595.165941092,1312720.837695526,5991316.003636618,59.46578285799998,63.11966663932987,12529.68583118213,0.0,21444.209438821104,30911.379852947368,S2 τ=80,80
66.0,0.0,3352451.045870816,1445882.5005978118,4798333.546468628,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S2 τ=80,80
66.0,6.0,4294894.026395189,1285988.4369099836,5580882.4633051725,60.496804522073646,63.74886878250551,12210.982808234146,0.0,21473.435851620612,30911.379852947368,S2 τ=80,80
66.0,12.0,5237337.006919561,1176903.110010073,6414240.116929634,63.630619893669774,66.93151365937354,11242.277234830011,0.0,22754.674179962298,30911.379852947368,S2 τ=80,80
77.0,0.0,3911192.886849285,1348284.2315114874,5259477.118360773,58.90911838008246,61.77747564010046,12701.758502457642,0.0,20529.323732873367,30911.379852947368,S2 τ=80,80
77.0,6.0,4853635.867373658,1183522.9360133226,6037158.803386981,63.64211183848254,66.64701881374788,11238.724916116444,0.0,22457.588026214995,30911.379852947368,S2 τ=80,80
77.0,12.0,5796078.847898031,1070983.738878352,6867062.586776383,66.90520923478607,69.92928059571702,10230.056484973426,0.0,23789.93601150258,30911.379852947368,S2 τ=80,80
88.0,0.0,4469934.727827755,1271582.9046829552,5741517.6325107105,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S2 τ=80,80
88.0,6.0,5412377.708352128,1102895.2319489217,6515272.9403010495,66.12976110942458,68.93840487450134,10469.758200566474,0.0,23236.68268975273,30911.379852947368,S2 τ=80,80
88.0,12.0,6354820.6888765,987750.5071289229,7342571.196005424,69.49835141598118,72.29803324900872,9428.4804552172,0.0,24606.93854578139,30911.379852947368,S2 τ=80,80
99.0,0.0,5028676.568806224,1208881.2826603956,6237557.851466619,63.21111197200827,65.7791677036704,11371.952922008,0.0,21859.129313323003,30911.379852947368,S2 τ=80,80
99.0,6.0,5971119.549330596,1037727.1610199639,7008846.71035056,68.1424851023434,70.78931243626023,9847.59744172393,0.0,23864.712206023254,30911.379852947368,S2 τ=80,80
99.0,12.0,6913562.529854969,920534.420746531,7834096.9506015,71.58140907158273,74.19833144472719,8784.578590738307,0.0,25261.973754974584,30911.379852947368,S2 τ=80,80
0.0,0.0,0.0,4197211.574323219,4197211.574323219,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S0 τ=100,100
0.0,0.0,0.0,4197211.574323219,4197211.574323219,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S1 τ=100,100
2.0,0.0,101589.42563244897,3984615.2236260767,4086204.6492585256,-2.103604519817788,5.023758139552999,31561.633036672014,0.0,1669.4491986589924,30911.379852947368,S1 τ=100,100
4.0,0.0,203178.85126489794,3804403.3964878432,4007582.247752741,2.4552889111080525,9.264417097166723,30152.416171147463,0.0,3078.6660641835388,30911.379852947368,S1 τ=100,100
6.0,0.0,304768.2768973469,3655571.8872889583,3960340.1641863054,6.234323661636595,12.779655566495887,28984.264384636703,0.0,4246.817850694305,30911.379852947368,S1 τ=100,100
8.0,0.0,406357.7025297959,3523476.7030811016,3929834.4056108976,9.60256467800554,15.912775840940679,27943.094609704123,0.0,5287.987625626883,30911.379852947368,S1 τ=100,100
10.0,0.0,507947.12816224486,3401849.7033186634,3909796.831480908,12.715660282804334,18.80856118061178,26980.79380211936,0.0,6250.288433211645,30911.379852947368,S1 τ=100,100
12.0,0.0,609536.5537946938,3287311.4194316156,3896847.9732263093,15.652170451679966,21.54008766624786,26073.077989397785,0.0,7158.004245933218,30911.379852947368,S1 τ=100,100
14.0,0.0,711125.9794271428,3177963.505879314,3889089.4853064567,18.458404642112427,24.150432114330865,25205.632279229925,0.0,8025.449956101076,30911.379852947368,S1 τ=100,100
16.0,0.0,812715.4050595918,3073819.338753529,3886534.7438131208,21.135894417109853,26.64101917680497,24377.983244356645,0.0,8853.098990974364,30911.379852947368,S1 τ=100,100
18.0,0.0,914304.8306920407,2974694.2212253553,3888999.051917396,23.685293918574622,29.012457333065388,23589.928680489724,0.0,9641.153554841281,30911.379852947368,S1 τ=100,100
20.0,0.0,1015894.2563244897,2880248.855065278,3896143.1113897674,26.11785515632667,31.275213144122425,22837.99043613263,0.0,10393.091799198375,30911.379852947368,S1 τ=100,100
22.0,0.0,1117483.6819569387,2790270.9625241617,3907754.6444811,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S1 τ=100,100
24.0,0.0,1219073.1075893876,2704853.5217455286,3923926.6293349164,30.63738277129306,35.47925422448117,21440.942087511517,0.0,11790.140147819486,30911.379852947368,S1 τ=100,100
26.0,0.0,1320662.5332218367,2624262.137773638,3944924.670995475,32.712997410018836,37.40998016568377,20799.340962251612,0.0,12431.741273079393,30911.379852947368,S1 τ=100,100
28.0,0.0,1422251.9588542855,2548934.668481628,3971186.6273359135,34.650179124423424,39.21193652070369,20200.53136407017,0.0,13030.550871260835,30911.379852947368,S1 τ=100,100
30.0,0.0,1523841.3844867346,2477615.55959228,4001456.9440790145,36.483210963738664,40.91701320362248,19633.91592939397,0.0,13597.166305937033,30911.379852947368,S1 τ=100,100
32.0,0.0,1625430.8101191835,2410365.123798749,4035795.933917932,38.20905611623125,42.522385387960995,19100.433378633308,0.0,14130.648856697695,30911.379852947368,S1 τ=100,100
34.0,0.0,1727020.2357516324,2346992.311096515,4074012.546848147,39.831284774223214,44.03137404804781,18598.98011607804,0.0,14632.102119252962,30911.379852947368,S1 τ=100,100
36.0,0.0,1828609.6613840815,2287519.173115676,4116128.8344997573,41.35013368552693,45.444199405466605,18129.482959712594,0.0,15101.599275618413,30911.379852947368,S1 τ=100,100
38.0,0.0,1930199.0870165303,2230731.839188891,4160930.9262054213,42.79949527760633,46.79238801996216,17681.465292542205,0.0,15549.6169427888,30911.379852947368,S1 τ=100,100
40.0,0.0,2031788.5126489794,2177074.9551578336,4208863.467806813,44.17073228092587,48.06790554833692,17257.59701376193,0.0,15973.485221569075,30911.379852947368,S1 τ=100,100
42.0,0.0,2133377.9382814285,2126656.42395371,4260034.362235138,45.45959922482176,49.266802875861046,16859.190456935197,0.0,16371.891778395806,30911.379852947368,S1 τ=100,100
44.0,0.0,2234967.3639138774,2079912.3414211087,4314879.705334986,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S1 τ=100,100
46.0,0.0,2336556.7895463263,2035770.2685055372,4372327.058051864,47.78556909330373,51.43040794962883,16140.201075623634,0.0,17090.881159707373,30911.379852947368,S1 τ=100,100
48.0,0.0,2438146.215178775,1994432.7754923245,4432578.9906711,48.846650710687534,52.417420551194304,15812.206106324329,0.0,17418.876129006676,30911.379852947368,S1 τ=100,100
50.0,0.0,2539735.640811224,1955839.5363647381,4495575.177175962,49.83748879820077,53.339092986626646,15505.924381365432,0.0,17725.157853965575,30911.379852947368,S1 τ=100,100
