PV_MW,Bat_MWh,CAPEX,OPEX,Total_Cost,RE_Coverage,PV_Share,E_imp,E_exp,E_pv,E_demand,Scenario,tau
52.0,0.0,2641325.0664436733,1919684.837717404,4561009.904161077,50.76464004043484,54.20152424982994,15219.32913906714,0.0,18011.753096263863,30911.379852947368,S1 τ=100,100
54.0,0.0,2742914.492076122,1886173.7455748995,4629088.237651022,51.623290244594955,55.00023620370621,14953.908512851098,0.0,18277.173722479907,30911.379852947368,S1 τ=100,100
56.0,0.0,2844503.917708571,1854646.1823851964,4699150.100093767,52.4319762548457,55.752471724283026,14703.932508404847,0.0,18527.14972692616,30911.379852947368,S1 τ=100,100
58.0,0.0,2946093.34334102,1824568.3303960767,4770661.673737097,53.20325878041915,56.46991471795698,14465.51843718543,0.0,18765.563798145573,30911.379852947368,S1 τ=100,100
60.0,0.0,3047682.7689734693,1796165.1394932207,4843847.90846669,53.931326117414834,57.14715916798785,14240.462777061457,0.0,18990.619458269546,30911.379852947368,S1 τ=100,100
62.0,0.0,3149272.194605918,1769149.8565926054,4918422.0511985235,54.62371250476375,57.79121338424199,14026.436590817932,0.0,19204.645644513075,30911.379852947368,S1 τ=100,100
64.0,0.0,3250861.620238367,1743089.8036580821,4993951.423896449,55.291271298362,58.41217310192316,13820.084956387023,0.0,19410.997278943985,30911.379852947368,S1 τ=100,100
66.0,0.0,3352451.045870816,1718376.5781970313,5070827.624067847,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S1 τ=100,100
68.0,0.0,3454040.4715032647,1694913.2994749085,5148953.770978173,56.523506053822594,59.55839146232156,13439.184190446567,0.0,19791.898044884438,30911.379852947368,S1 τ=100,100
70.0,0.0,3555629.897135714,1672461.916955254,5228091.814090968,57.09964644957499,60.09431426181424,13261.091244229268,0.0,19969.99099110174,30911.379852947368,S1 τ=100,100
72.0,0.0,3657219.322768163,1651372.883257319,5308592.206025482,57.64311922295629,60.59984980888898,13093.096310852026,0.0,20137.985924478977,30911.379852947368,S1 τ=100,100
74.0,0.0,3758808.748400612,1631224.6723572896,5390033.420757901,58.163053310672986,61.08348979298853,12932.37751001296,0.0,20298.704725318043,30911.379852947368,S1 τ=100,100
76.0,0.0,3860398.1740330607,1611724.8580246284,5472123.0320576895,58.66596970860659,61.55130001056472,12776.919111904943,0.0,20454.163123426064,30911.379852947368,S1 τ=100,100
78.0,0.0,3961987.59966551,1593157.263818891,5555144.863484401,59.14638896401745,61.998183503178915,12628.414890978194,0.0,20602.66734435281,30911.379852947368,S1 τ=100,100
80.0,0.0,4063577.025297959,1575388.6434859785,5638965.668783938,59.60748181084554,62.427089671050496,12485.884729620391,0.0,20745.197505710617,30911.379852947368,S1 τ=100,100
82.0,0.0,4165166.4509304077,1558380.6803696714,5723547.131300079,60.04834646202257,62.83717967653881,12349.60738265769,0.0,20881.474852673316,30911.379852947368,S1 τ=100,100
84.0,0.0,4266755.876562857,1541941.6737348745,5808697.5502977315,60.4739628182154,63.23308579734268,12218.04349407865,0.0,21013.038741252356,30911.379852947368,S1 τ=100,100
86.0,0.0,4368345.302195306,1526173.2521325133,5894518.5543278195,60.882078439686325,63.61271282573349,12091.889324086556,0.0,21139.19291124445,30911.379852947368,S1 τ=100,100
88.0,0.0,4469934.727827755,1510988.5341923323,5980923.262020087,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S1 τ=100,100
90.0,0.0,4571524.153460204,1496476.032554172,6068000.186014376,61.651659156957464,64.32857280617613,11854.001305295838,0.0,21377.08093003517,30911.379852947368,S1 τ=100,100
92.0,0.0,4673113.579092653,1482397.9730640552,6155511.552156707,62.01616127013968,64.66763077600048,11741.32867251806,0.0,21489.753562812944,30911.379852947368,S1 τ=100,100
94.0,0.0,4774703.004725101,1468750.6671067933,6243453.671831895,62.36979616508993,64.99658011594832,11632.015246847419,0.0,21599.066988483588,30911.379852947368,S1 τ=100,100
96.0,0.0,4876292.43035755,1455512.570048672,6331805.000406222,62.71334612532499,65.3161485020781,11525.819213654511,0.0,21705.263021676496,30911.379852947368,S1 τ=100,100
98.0,0.0,4977881.855989999,1442579.2710160408,6420461.12700604,63.04905001935964,65.62841851823744,11422.048507788324,0.0,21809.033727542686,30911.379852947368,S1 τ=100,100
0.0,0.0,0.0,4197211.574323219,4197211.574323219,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S2 τ=100,100
0.0,6.0,942442.9805243728,4189942.234159124,5132385.214683497,-7.655447592734693,0.0,33277.784337780904,0.0,0.0,30911.379852947368,S2 τ=100,100
0.0,12.0,1884885.9610487456,4184653.01021992,6069538.971268665,-7.792220448786441,0.0,33320.062714850785,0.0,0.0,30911.379852947368,S2 τ=100,100
11.0,0.0,558741.8409784694,3343845.8822437334,3902587.7232222026,14.201803712343386,20.19096406900168,26521.406361454923,0.0,6709.675873876084,30911.379852947368,S2 τ=100,100
11.0,6.0,1501184.821502842,3248553.1995041566,4749738.021006999,16.314765177684777,22.681617578234633,25868.260816756843,0.0,7588.544675690768,30911.379852947368,S2 τ=100,100
11.0,12.0,2443627.802027215,3190344.3652548236,5633972.167282038,17.579706503403848,24.171734543852924,25477.249998646912,0.0,8121.368993081033,30911.379852947368,S2 τ=100,100
22.0,0.0,1117483.6819569387,2790270.9625241617,3907754.6444811,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S2 τ=100,100
22.0,6.0,2059926.6624813115,2657854.5025823736,4717781.165063685,31.531472844954173,36.91155570828586,21164.566508614633,0.0,12382.886985010868,30911.379852947368,S2 τ=100,100
22.0,12.0,3002369.643005684,2570388.72270697,5572758.365712654,33.55183435117716,39.15624324430066,20540.044889023317,0.0,13218.628119114523,30911.379852947368,S2 τ=100,100
33.0,0.0,1676225.522935408,2378236.510492245,4054462.033427653,39.03215081361319,43.288023794364435,18846.003450176107,0.0,14385.078785154898,30911.379852947368,S2 τ=100,100
33.0,6.0,2618668.5034597805,2222137.3158140504,4840805.819273831,42.7580595028706,47.345668835209096,17694.273662265776,0.0,15910.319294937428,30911.379852947368,S2 τ=100,100
33.0,12.0,3561111.4839841537,2116536.1364506823,5677647.620434836,45.2826819692547,50.047383216563965,16913.87802182894,0.0,16945.965788070273,30911.379852947368,S2 τ=100,100
44.0,0.0,2234967.3639138774,2079912.3414211087,4314879.705334986,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S2 τ=100,100
44.0,6.0,3177410.34443825,1905881.8811982882,5083292.225636538,50.861043967129596,54.85303129478293,15189.52935509337,0.0,18455.097938207287,30911.379852947368,S2 τ=100,100
44.0,12.0,4119853.324962623,1786890.7674670417,5906744.092429665,53.745325144824626,57.86363825158065,14297.95824422899,0.0,19634.630263523097,30911.379852947368,S2 τ=100,100
55.0,0.0,2793709.2048923466,1870198.7285322116,4663907.9334245585,52.033266298217114,55.38159379640757,14827.179257609829,0.0,18403.902977721176,30911.379852947368,S2 τ=100,100
55.0,6.0,3736152.1854167194,1687398.0946844318,5423550.280101151,56.48209000248086,60.042374190869616,13451.986463396901,0.0,20213.643540884033,30911.379852947368,S2 τ=100,100
55.0,12.0,4678595.165941092,1563220.7352327663,6241815.901173858,59.496876171976275,63.137528538705226,12520.074458790052,0.0,21444.209438821104,30911.379852947368,S2 τ=100,100
66.0,0.0,3352451.045870816,1718376.5781970313,5070827.624067847,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S2 τ=100,100
66.0,6.0,4294894.026395189,1530121.143262224,5825015.169657413,60.52034748112336,63.76264457853969,12203.705354733662,0.0,21473.435851620612,30911.379852947368,S2 τ=100,100
66.0,12.0,5237337.006919561,1401644.2621462909,6638981.269065851,63.66428064867162,66.95200478689857,11231.872230990019,0.0,22754.674179962298,30911.379852947368,S2 τ=100,100
77.0,0.0,3911192.886849285,1602319.401560639,5513512.288409924,58.90911838008246,61.77747564010046,12701.758502457642,0.0,20529.323732873367,30911.379852947368,S2 τ=100,100
77.0,6.0,4853635.867373658,1408220.205365687,6261856.072739345,63.66360944534792,66.6601647798621,11232.079709198992,0.0,22457.588026214995,30911.379852947368,S2 τ=100,100
77.0,12.0,5796078.847898031,1275470.7742001058,7071549.622098137,66.93818644050607,69.95024040098255,10219.862775648427,0.0,23789.93601150258,30911.379852947368,S2 τ=100,100
88.0,0.0,4469934.727827755,1510988.5341923323,5980923.262020087,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S2 τ=100,100
88.0,6.0,5412377.708352128,1312214.21310232,6724591.921454448,66.15052834453381,68.95153679136473,10463.338761636907,0.0,23236.68268975273,30911.379852947368,S2 τ=100,100
88.0,12.0,6354820.6888765,1176232.0960603845,7531052.784936884,69.52494021539141,72.31549619008516,9420.261490433164,0.0,24606.93854578139,30911.379852947368,S2 τ=100,100
99.0,0.0,5028676.568806224,1436320.3411005535,6464996.909906777,63.21111197200827,65.7791677036704,11371.952922008,0.0,21859.129313323003,30911.379852947368,S2 τ=100,100
99.0,6.0,5971119.549330596,1234605.1041231302,7205724.653453726,68.1619768658553,70.80196639277953,9841.572268664731,0.0,23864.712206023254,30911.379852947368,S2 τ=100,100
99.0,12.0,6913562.529854969,1096132.555105081,8009695.08496005,71.60699754305014,74.21557332568165,8776.66884112445,0.0,25261.973754974584,30911.379852947368,S2 τ=100,100
0.0,0.0,0.0,4861833.219029852,4861833.219029852,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S0 τ=120,120
0.0,0.0,0.0,4861833.219029852,4861833.219029852,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S1 τ=120,120
2.0,0.0,101589.42563244897,4615847.88435951,4717437.309991959,-2.103604519817788,5.023758139552999,31561.633036672014,0.0,1669.4491986589924,30911.379852947368,S1 τ=120,120
4.0,0.0,203178.85126489794,4407451.719910775,4610630.571175673,2.4552889111080525,9.264417097166723,30152.416171147463,0.0,3078.6660641835388,30911.379852947368,S1 τ=120,120
6.0,0.0,304768.2768973469,4235257.174981707,4540025.451879053,6.234323661636595,12.779655566495887,28984.264384636703,0.0,4246.817850694305,30911.379852947368,S1 τ=120,120
8.0,0.0,406357.7025297959,4082338.5952751827,4488696.297804979,9.60256467800554,15.912775840940679,27943.094609704123,0.0,5287.987625626883,30911.379852947368,S1 τ=120,120
10.0,0.0,507947.12816224486,3941465.5793610592,4449412.707523304,12.715660282804334,18.80856118061178,26980.79380211936,0.0,6250.288433211645,30911.379852947368,S1 τ=120,120
12.0,0.0,609536.5537946938,3808772.9792195875,4418309.533014282,15.652170451679966,21.54008766624786,26073.077989397785,0.0,7158.004245933218,30911.379852947368,S1 τ=120,120
14.0,0.0,711125.9794271428,3682076.1514639272,4393202.13089107,18.458404642112427,24.150432114330865,25205.632279229925,0.0,8025.449956101076,30911.379852947368,S1 τ=120,120
16.0,0.0,812715.4050595918,3561379.0036406685,4374094.40870026,21.135894417109853,26.64101917680497,24377.983244356645,0.0,8853.098990974364,30911.379852947368,S1 τ=120,120
18.0,0.0,914304.8306920407,3446492.7948351605,4360797.625527201,23.685293918574622,29.012457333065388,23589.928680489724,0.0,9641.153554841281,30911.379852947368,S1 τ=120,120
20.0,0.0,1015894.2563244897,3337008.6637879345,4352902.9201124245,26.11785515632667,31.275213144122425,22837.99043613263,0.0,10393.091799198375,30911.379852947368,S1 τ=120,120
22.0,0.0,1117483.6819569387,3232695.4735378553,4350179.155494794,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S1 τ=120,120
24.0,0.0,1219073.1075893876,3133672.3634957713,4352745.471085159,30.63738277129306,35.47925422448117,21440.942087511517,0.0,11790.140147819486,30911.379852947368,S1 τ=120,120
26.0,0.0,1320662.5332218367,3040248.957018684,4360911.490240521,32.712997410018836,37.40998016568377,20799.340962251612,0.0,12431.741273079393,30911.379852947368,S1 τ=120,120
28.0,0.0,1422251.9588542855,2952945.295763049,4375197.254617334,34.650179124423424,39.21193652070369,20200.53136407017,0.0,13030.550871260835,30911.379852947368,S1 τ=120,120
30.0,0.0,1523841.3844867346,2870293.878180169,4394135.262666903,36.483210963738664,40.91701320362248,19633.91592939397,0.0,13597.166305937033,30911.379852947368,S1 τ=120,120
32.0,0.0,1625430.8101191835,2792373.791371417,4417804.601490601,38.20905611623125,42.522385387960995,19100.433378633308,0.0,14130.648856697695,30911.379852947368,S1 τ=120,120
34.0,0.0,1727020.2357516324,2718971.913418081,4445992.149169713,39.831284774223214,44.03137404804781,18598.98011607804,0.0,14632.102119252962,30911.379852947368,S1 τ=120,120
36.0,0.0,1828609.6613840815,2650108.832309931,4478718.493694013,41.35013368552693,45.444199405466605,18129.482959712594,0.0,15101.599275618413,30911.379852947368,S1 τ=120,120
38.0,0.0,1930199.0870165303,2584361.145039738,4514560.2320562685,42.79949527760633,46.79238801996216,17681.465292542205,0.0,15549.6169427888,30911.379852947368,S1 τ=120,120
40.0,0.0,2031788.5126489794,2522226.8954330767,4554015.408082056,44.17073228092587,48.06790554833692,17257.59701376193,0.0,15973.485221569075,30911.379852947368,S1 τ=120,120
42.0,0.0,2133377.9382814285,2463840.2330924137,4597218.171373842,45.45959922482176,49.266802875861046,16859.190456935197,0.0,16371.891778395806,30911.379852947368,S1 τ=120,120
44.0,0.0,2234967.3639138774,2409707.29053084,4644674.654444717,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S1 τ=120,120
46.0,0.0,2336556.7895463263,2358574.290018008,4695131.079564335,47.78556909330373,51.43040794962883,16140.201075623634,0.0,17090.881159707373,30911.379852947368,S1 τ=120,120
48.0,0.0,2438146.215178775,2310676.897618815,4748823.11279759,48.846650710687534,52.417420551194304,15812.206106324329,0.0,17418.876129006676,30911.379852947368,S1 τ=120,120
50.0,0.0,2539735.640811224,2265958.0239920416,4805693.664803266,49.83748879820077,53.339092986626646,15505.924381365432,0.0,17725.157853965575,30911.379852947368,S1 τ=120,120
52.0,0.0,2641325.0664436733,2224071.420498749,4865396.486942422,50.76464004043484,54.20152424982994,15219.32913906714,0.0,18011.753096263863,30911.379852947368,S1 τ=120,120
54.0,0.0,2742914.492076122,2185251.9158319184,4928166.407908041,51.623290244594955,55.00023620370621,14953.908512851098,0.0,18277.173722479907,30911.379852947368,S1 τ=120,120
56.0,0.0,2844503.917708571,2148724.832553287,4993228.750261858,52.4319762548457,55.752471724283026,14703.932508404847,0.0,18527.14972692616,30911.379852947368,S1 τ=120,120
58.0,0.0,2946093.34334102,2113878.6991397794,5059972.042480799,53.20325878041915,56.46991471795698,14465.51843718543,0.0,18765.563798145573,30911.379852947368,S1 τ=120,120
60.0,0.0,3047682.7689734693,2080974.3950344454,5128657.164007915,53.931326117414834,57.14715916798785,14240.462777061457,0.0,18990.619458269546,30911.379852947368,S1 τ=120,120
62.0,0.0,3149272.194605918,2049678.5884089572,5198950.783014875,54.62371250476375,57.79121338424199,14026.436590817932,0.0,19204.645644513075,30911.379852947368,S1 τ=120,120
64.0,0.0,3250861.620238367,2019491.5027858191,5270353.123024186,55.291271298362,58.41217310192316,13820.084956387023,0.0,19410.997278943985,30911.379852947368,S1 τ=120,120
66.0,0.0,3352451.045870816,1990870.6557962468,5343321.701667063,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S1 τ=120,120
68.0,0.0,3454040.4715032647,1963696.9832838373,5417737.454787102,56.523506053822594,59.55839146232156,13439.184190446567,0.0,19791.898044884438,30911.379852947368,S1 τ=120,120
70.0,0.0,3555629.897135714,1937683.7418398366,5493313.63897555,57.09964644957499,60.09431426181424,13261.091244229268,0.0,19969.99099110174,30911.379852947368,S1 τ=120,120
72.0,0.0,3657219.322768163,1913234.8094743534,5570454.132242517,57.64311922295629,60.59984980888898,13093.096310852026,0.0,20137.985924478977,30911.379852947368,S1 τ=120,120
74.0,0.0,3758808.748400612,1889872.2225575459,5648680.970958157,58.163053310672986,61.08348979298853,12932.37751001296,0.0,20298.704725318043,30911.379852947368,S1 τ=120,120
76.0,0.0,3860398.1740330607,1867263.2402627233,5727661.414295784,58.66596970860659,61.55130001056472,12776.919111904943,0.0,20454.163123426064,30911.379852947368,S1 τ=120,120
78.0,0.0,3961987.59966551,1845725.561638453,5807713.1613039635,59.14638896401745,61.998183503178915,12628.414890978194,0.0,20602.66734435281,30911.379852947368,S1 τ=120,120
80.0,0.0,4063577.025297959,1825106.3380783799,5888683.363376339,59.60748181084554,62.427089671050496,12485.884729620391,0.0,20745.197505710617,30911.379852947368,S1 τ=120,120
82.0,0.0,4165166.4509304077,1805372.8280228204,5970539.278953228,60.04834646202257,62.83717967653881,12349.60738265769,0.0,20881.474852673316,30911.379852947368,S1 τ=120,120
84.0,0.0,4266755.876562857,1786302.5436164436,6053058.420179301,60.4739628182154,63.23308579734268,12218.04349407865,0.0,21013.038741252356,30911.379852947368,S1 τ=120,120
86.0,0.0,4368345.302195306,1768011.0386142388,6136356.340809545,60.882078439686325,63.61271282573349,12091.889324086556,0.0,21139.19291124445,30911.379852947368,S1 τ=120,120
88.0,0.0,4469934.727827755,1750394.1637017033,6220328.891529458,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S1 τ=120,120
90.0,0.0,4571524.153460204,1733556.0586600823,6305080.212120286,61.651659156957464,64.32857280617613,11854.001305295838,0.0,21377.08093003517,30911.379852947368,S1 τ=120,120
92.0,0.0,4673113.579092653,1717224.5465144196,6390338.125607072,62.01616127013968,64.66763077600048,11741.32867251806,0.0,21489.753562812944,30911.379852947368,S1 τ=120,120
94.0,0.0,4774703.004725101,1701390.972043738,6476093.976768839,62.36979616508993,64.99658011594832,11632.015246847419,0.0,21599.066988483588,30911.379852947368,S1 τ=120,120
96.0,0.0,4876292.43035755,1686028.9543217577,6562321.384679308,62.71334612532499,65.3161485020781,11525.819213654511,0.0,21705.263021676496,30911.379852947368,S1 τ=120,120
98.0,0.0,4977881.855989999,1671020.2411718045,6648902.097161803,63.04905001935964,65.62841851823744,11422.048507788324,0.0,21809.033727542686,30911.379852947368,S1 τ=120,120
0.0,0.0,0.0,4861833.219029852,4861833.219029852,-7.504363743770104,0.0,33231.08223533101,0.0,0.0,30911.379852947368,S2 τ=120,120
0.0,6.0,942442.9805243728,4855364.5551393805,5797807.535663754,-7.617793460761037,0.0,33266.1449260162,0.0,0.0,30911.379852947368,S2 τ=120,120
0.0,12.0,1884885.9610487456,4850787.880520828,6735673.841569574,-7.7178791196363825,0.0,33297.08278420948,0.0,0.0,30911.379852947368,S2 τ=120,120
11.0,0.0,558741.8409784694,3874274.009472847,4433015.850451317,14.201803712343386,20.19096406900168,26521.406361454923,0.0,6709.675873876084,30911.379852947368,S2 τ=120,120
11.0,6.0,1501184.821502842,3765899.8161956836,5267084.637698526,16.32107813290681,22.682940596940973,25866.309395188215,0.0,7588.544675690768,30911.379852947368,S2 τ=120,120
11.0,12.0,2443627.802027215,3699856.6625292813,6143484.464556497,17.59077281733449,24.17419577264044,25473.829248312093,0.0,8121.368993081033,30911.379852947368,S2 τ=120,120
22.0,0.0,1117483.6819569387,3232695.4735378553,4350179.155494794,28.436628659347296,33.432124196167976,22121.22555068443,0.0,11109.856684646576,30911.379852947368,S2 τ=120,120
22.0,6.0,2059926.6624813115,3081120.6850107787,5141047.34749209,31.539281482934406,36.91421170614013,21162.152750867222,0.0,12382.886985010868,30911.379852947368,S2 τ=120,120
22.0,12.0,3002369.643005684,2981149.646310054,5983519.289315738,33.565326011419096,39.16108110204096,20535.874430677464,0.0,13218.628119114523,30911.379852947368,S2 τ=120,120
33.0,0.0,1676225.522935408,2755156.5794957783,4431382.1024311865,39.03215081361319,43.288023794364435,18846.003450176107,0.0,14385.078785154898,30911.379852947368,S2 τ=120,120
33.0,6.0,2618668.5034597805,2576004.4864145275,5194672.989874308,42.764858920798616,47.34863024773152,17692.17186836226,0.0,15910.319294937428,30911.379852947368,S2 τ=120,120
33.0,12.0,3561111.4839841537,2454782.8506931,6015894.334677254,45.29178585997952,50.0515430692284,16911.063883585593,0.0,16945.965788070273,30911.379852947368,S2 τ=120,120
44.0,0.0,2234967.3639138774,2409707.29053084,4644674.654444717,46.65476748714342,50.37854217713282,16489.74745548708,0.0,16741.334779843924,30911.379852947368,S2 τ=120,120
44.0,6.0,3177410.34443825,2209656.4882062287,5387066.832644479,50.866155243517696,54.85560733751985,15187.949389033707,0.0,18455.097938207287,30911.379852947368,S2 τ=120,120
44.0,12.0,4119853.324962623,2072821.5033370636,6192674.828299686,53.75430825706612,57.868373791539476,14295.181440281409,0.0,19634.630263523097,30911.379852947368,S2 τ=120,120
55.0,0.0,2793709.2048923466,2166742.3136843937,4960451.51857674,52.033266298217114,55.38159379640757,14827.179257609829,0.0,18403.902977721176,30911.379852947368,S2 τ=120,120
55.0,6.0,3736152.1854167194,1956417.074421422,5692569.2598381415,56.48823064594971,60.0457597302714,13450.088305768832,0.0,20213.643540884033,30911.379852947368,S2 τ=120,120
55.0,12.0,4678595.165941092,1813592.475205548,6492187.64114664,59.50593313631519,63.14273331376613,12517.274826140103,0.0,21444.209438821104,30911.379852947368,S2 τ=120,120
66.0,0.0,3352451.045870816,1990870.6557962468,5343321.701667063,55.923339738384826,59.00011987730179,13624.703879960973,0.0,19606.378355370034,30911.379852947368,S2 τ=120,120
66.0,6.0,4294894.026395189,1774170.2152901546,6069064.241685343,60.52763660797705,63.766910904769006,12201.452185043954,0.0,21473.435851620612,30911.379852947368,S2 τ=120,120
66.0,12.0,5237337.006919561,1626241.9380034509,6863578.944923012,63.67510033517514,66.95859398188962,11228.52771659602,0.0,22754.674179962298,30911.379852947368,S2 τ=120,120
77.0,0.0,3911192.886849285,1856354.5716097895,5767547.458459075,58.90911838008246,61.77747564010046,12701.758502457642,0.0,20529.323732873367,30911.379852947368,S2 τ=120,120
77.0,6.0,4853635.867373658,1632844.4696941383,6486480.337067797,63.669442012120356,66.66373233758463,11230.276782328787,0.0,22457.588026214995,30911.379852947368,S2 τ=120,120
77.0,12.0,5796078.847898031,1479818.958696043,7275897.806594074,66.95263048840134,69.95942477326433,10215.397921137377,0.0,23789.93601150258,30911.379852947368,S2 τ=120,120
88.0,0.0,4469934.727827755,1750394.1637017033,6220328.891529458,61.275486463515406,63.9786589232954,11970.281475468773,0.0,21260.80075986223,30911.379852947368,S2 τ=120,120
88.0,6.0,5412377.708352128,1521466.9601916093,6933844.668543737,66.1568206199614,68.95551662534469,10461.393732478089,0.0,23236.68268975273,30911.379852947368,S2 τ=120,120
88.0,12.0,6354820.6888765,1364596.5589848235,7719417.247861324,69.53810782266098,72.32414750988254,9416.191201332522,0.0,24606.93854578139,30911.379852947368,S2 τ=120,120
99.0,0.0,5028676.568806224,1663759.3995407093,6692435.968346933,63.21111197200827,65.7791677036704,11371.952922008,0.0,21859.129313323003,30911.379852947368,S2 τ=120,120
99.0,6.0,5971119.549330596,1431426.7730171648,7402546.32234776,68.16745906149191,70.80552622225376,9839.877646347213,0.0,23864.712206023254,30911.379852947368,S2 τ=120,120
99.0,12.0,6913562.529854969,1271634.3432149454,8185196.873069914,71.6197012591731,74.22413624973123,8772.741947178241,0.0,25261.973754974584,30911.379852947368,S2 τ=120,120
